domain,block_type,doi,title,attempted_url
doi.org,html_landing_page,10.60893/figshare.jcp.c.8353561,<strong>Excited-state-dependent </strong><strong>chiral pathways in</strong><strong> </strong><stron,https://doi.org/10.60893/figshare.jcp.c.8353561
doi.org,html_landing_page,10.60893/figshare.jcp.c.8353561.v1,<strong>Excited-state-dependent </strong><strong>chiral pathways in</strong><strong> </strong><stron,https://doi.org/10.60893/figshare.jcp.c.8353561.v1
doi.org,html_landing_page,10.60893/figshare.jcp.c.8390923,"Introducing PAIMP, the Polarizable Ab-Initio Model Potential Method for Embedded Clusters",https://doi.org/10.60893/figshare.jcp.c.8390923
doi.org,html_landing_page,10.60893/figshare.jcp.c.8390923.v1,"Introducing PAIMP, the Polarizable Ab-Initio Model Potential Method for Embedded Clusters",https://doi.org/10.60893/figshare.jcp.c.8390923.v1
doi.org,html_landing_page,10.60893/figshare.jcp.c.8483793,Ionic Modulation of the Charge Transfer Transitions in Host-Guest Complexes of Carbon Nanorings and ,https://doi.org/10.60893/figshare.jcp.c.8483793
doi.org,html_landing_page,10.60893/figshare.jcp.c.8517879,Orthogonally Constrained CASSCF Framework: Newton-Raphson Orbital Optimization and Nuclear Gradients,https://doi.org/10.60893/figshare.jcp.c.8517879
doi.org,html_landing_page,10.60893/figshare.jcp.c.8517879.v1,Orthogonally Constrained CASSCF Framework: Newton-Raphson Orbital Optimization and Nuclear Gradients,https://doi.org/10.60893/figshare.jcp.c.8517879.v1
doi.org,html_landing_page,10.7498/aps.60.043102,Study on spectroscopic parameters and molecular constants of CS+(X2Σ+) and CS+(A2Π) by MRCI,https://doi.org/10.7498/aps.60.043102
doi.org,html_landing_page,10.7498/aps.60.063101,Spectroscopic parameters and molecular constants of CSe(X1Σ+) radical,https://doi.org/10.7498/aps.60.063101
doi.org,html_landing_page,10.7498/aps.61.093105,Spectroscopic parameters and molecular constants of X1+ and a3 electronic states of BF radical,https://doi.org/10.7498/aps.61.093105
doi.org,html_landing_page,10.7498/aps.61.153105,A Multi-reference configuration interaction investigation of the X2+and A2 low-lying electronic stat,https://doi.org/10.7498/aps.61.153105
doi.org,html_landing_page,10.7498/aps.64.123101,Configuration interaction study on electronic structures and transitional properties of excited stat,https://doi.org/10.7498/aps.64.123101
doi.org,html_landing_page,10.7498/aps.66.103101,Ab initio calculation of the potential curve of B3u- state of O2,https://doi.org/10.7498/aps.66.103101
doi.org,html_landing_page,10.7498/aps.67.20172409,Potential energy curves and transition properties for the ground and excited states of BH+ cation,https://doi.org/10.7498/aps.67.20172409
doi.org,html_landing_page,10.7498/aps.68.20181695,Spectroscopic properties and analytical potential energy function of ground and low-lying excited st,https://doi.org/10.7498/aps.68.20181695
doi.org,html_landing_page,10.7498/aps.68.20182039,Theoretical study of laser-cooled SH&lt;sup&gt;–&lt;/sup&gt; anion,https://doi.org/10.7498/aps.68.20182039
doi.org,html_landing_page,10.7498/aps.68.20190869,Theoretical study of laser cooling of potassium chloride anion,https://doi.org/10.7498/aps.68.20190869
doi.org,html_landing_page,10.7498/aps.68.20191341,&lt;i&gt;Ab initio&lt;/i&gt; calculation of electronic state structure of TiAl,https://doi.org/10.7498/aps.68.20191341
doi.org,html_landing_page,10.7498/aps.7120221104,The electronic structures and transition properties of AsH&lt;sup&gt;+&lt;/sup&gt; cation,https://doi.org/10.7498/aps.7120221104
doi.org,html_landing_page,10.7916/d8-0e0f-x258,Towards an Accurate Description of Strongly Correlated Chemical Systems with Phaseless Auxiliary-Fie,https://doi.org/10.7916/d8-0e0f-x258
doi.org,html_landing_page,10.7939/r3-vc3h-fe44,Software Development for Integrating Molpro with Newton-X for Adiabatic and Non-adiabatic Excited St,https://doi.org/10.7939/r3-vc3h-fe44
doi.org,html_landing_page,10.7939/r39z90q5j,Potential Energy Surfaces for Quantum Dynamics Simulations: From ab initio Computations to Vibration,https://doi.org/10.7939/r39z90q5j
doi.org,html_landing_page,10.7939/r3bn9x764,Computational Investigations on Excited State Properties of Cyanine Dyes and Carbene-bound Main Grou,https://doi.org/10.7939/r3bn9x764
doi.org,html_landing_page,10.7939/r3xg9fn5s,Ab initio Semiclassical Initial Value Representation: Development of New Methods,https://doi.org/10.7939/r3xg9fn5s
downloads.hindawi.com,403_forbidden,10.1155/2013/734354,A Computational Determination of the Lowest Energy Electronic and Geometric States of First Row Tran,https://downloads.hindawi.com/archive/2013/734354.pdf
downloads.hindawi.com,403_forbidden,10.1155/2014/850641,Effect of Initial Orientation on the Laser-Induced Cycloaddition Reaction of Benzene and Ethylene,https://downloads.hindawi.com/journals/ijp/2014/850641.pdf
downloads.hindawi.com,403_forbidden,10.1155/2014/874102,Mechanisms of Laser-Induced Reactions of Stacked Benzene Molecules: A Semiclassical Dynamics Simulat,https://downloads.hindawi.com/journals/ijp/2014/874102.pdf
downloads.hindawi.com,403_forbidden,10.1155/2018/9802369,Applying a Nonspin-Flip Reaction Scheme to Explain for the Doublet Sulfide Oxides SMO<sub>2</sub> Ob,http://downloads.hindawi.com/journals/jnt/2018/9802369.pdf
dspace.lboro.ac.uk,html_landing_page,10.1021/acs.jctc.9b00282,The Influence of the Electronic Structure Method on Intersystem Crossing Dynamics. The Case of Thiof,https://dspace.lboro.ac.uk/2134/37771
dspace.library.uu.nl,html_landing_page,10.1016/j.cplett.2005.08.024,Coupled valence bond theory,https://dspace.library.uu.nl/handle/1874/25897
durham-repository.worktribe.com,403_forbidden,10.1021/acs.jpclett.6b00970,GPU-Accelerated State-Averaged Complete Active Space Self-Consistent Field Interfaced with Ab Initio,https://durham-repository.worktribe.com/output/1372149
durham-repository.worktribe.com,403_forbidden,10.1080/00268970009483311,"Anisotropie dipole polarizabilities and quadrupole moments of open-shell atoms and ions: O, F, S, Cl",https://durham-repository.worktribe.com/output/1450557
dx.doi.org,403_forbidden,10.1021/ct3006166,Proton/Hydrogen Transfer Mechanisms in the Guanine–Cytosine Base Pair: Photostability and Tautomeris,http://dx.doi.org/10.1021/ct3006166
dx.doi.org,403_forbidden,10.1080/00268976.2010.503666,Structural and spectroscopic properties of the diazocarbene radical (CNN) and its ions CNN<sup>+</su,http://dx.doi.org/10.1080/00268976.2010.503666
dx.doi.org,403_forbidden,10.1080/00268976.2012.697585,"The search for a potentially new molecular species, SiAs: A theoretical contribution",http://dx.doi.org/10.1080/00268976.2012.697585
dx.doi.org,403_forbidden,10.2139/ssrn.4526625,Zero-Field Splitting in Tetracoordinate Co(Ii) Complexes Containing Heterocyclic Aromatic Ligands,http://dx.doi.org/10.2139/ssrn.4526625
dx.doi.org,403_forbidden,10.2139/ssrn.4832814,"Wavelength-Dependent Photoisomerization of Trans-4,4'-Azopyridine: Nonadiabatic Dynamics Simulation",http://dx.doi.org/10.2139/ssrn.4832814
dx.doi.org,403_forbidden,10.26434/chemrxiv-2023-xn5l3,Conical Intersection Accessibility Dictates Brightness in Red Fluorescent Proteins,http://dx.doi.org/10.26434/chemrxiv-2023-xn5l3
dx.doi.org,html_landing_page,10.1007/s00214-010-0726-6,The low-lying electronic states of BeAs: a first principles characterization,http://dx.doi.org/10.1007/s00214-010-0726-6
dx.doi.org,html_landing_page,10.1016/j.chemphys.2012.01.009,The radical SeCl: A theoretical contribution to the characterization of its low-lying electronic sta,http://dx.doi.org/10.1016/j.chemphys.2012.01.009
dx.doi.org,html_landing_page,10.1016/j.comptc.2012.12.023,Ab initio study of the lowest-lying electronic states of the LiAs molecule,http://dx.doi.org/10.1016/j.comptc.2012.12.023
dx.doi.org,html_landing_page,10.1016/j.comptc.2014.03.021,2-Thiouracil deactivation pathways and triplet states population,http://dx.doi.org/10.1016/j.comptc.2014.03.021
dx.doi.org,html_landing_page,10.1016/j.comptc.2015.04.020,Ab initio characterization of the lowest-lying electronic states of the NaAs molecule,http://dx.doi.org/10.1016/j.comptc.2015.04.020
dx.doi.org,html_landing_page,10.1016/j.comptc.2019.04.016,"Electronic states, spectroscopic parameters, transition probabilities, and radiative lifetimes of th",http://dx.doi.org/10.1016/j.comptc.2019.04.016
dx.doi.org,html_landing_page,10.1016/j.cplett.2011.12.021,A theoretical contribution characterizing a potentially new molecular species: MgAs,http://dx.doi.org/10.1016/j.cplett.2011.12.021
dx.doi.org,html_landing_page,10.1016/j.cplett.2017.01.013,"Electronic states and spectroscopic parameters of selenium monoiodide, SeI: A theoretical contributi",http://dx.doi.org/10.1016/j.cplett.2017.01.013
dx.doi.org,html_landing_page,10.1016/j.cplett.2017.05.061,Metastability of the low-lying electronic states of CBr2+: A CASSCF/MRCI study,http://dx.doi.org/10.1016/j.cplett.2017.05.061
dx.doi.org,html_landing_page,10.1016/j.cplett.2019.03.004,A high-level theoretical characterization of the electronic states and spectroscopic parameters of S,http://dx.doi.org/10.1016/j.cplett.2019.03.004
dx.doi.org,html_landing_page,10.1016/j.cplett.2020.137706,"Electronic structure, spectroscopic properties, and bonding in a thermodynamically stable transition",http://dx.doi.org/10.1016/j.cplett.2020.137706
dx.doi.org,html_landing_page,10.1016/j.cplett.2021.138514,"Electronic states and spectroscopic parameters of the iodocarbyne cation, CI+",https://dx.doi.org/10.1016/j.cplett.2021.138514
dx.doi.org,html_landing_page,10.1016/j.jms.2012.12.005,"The low-lying electronic states of BeCl: Potential energy curves, transition moments, transition pro",http://dx.doi.org/10.1016/j.jms.2012.12.005
dx.doi.org,html_landing_page,10.1016/j.jqsrt.2019.106632,"The Λ + S and Ω electronic states of SrF below 40,000 cm−1: A theoretical contribution",http://dx.doi.org/10.1016/j.jqsrt.2019.106632
dx.doi.org,html_landing_page,10.1016/j.jqsrt.2020.107233,"The electronic states of strontium sulfide SrS: A global perspective and transition moments, radiati",http://dx.doi.org/10.1016/j.jqsrt.2020.107233
dx.doi.org,html_landing_page,10.1016/j.jqsrt.2021.107959,Characterizing electronic states and spectra in transition metal-rare gas diatomic cations: The case,https://dx.doi.org/10.1016/j.jqsrt.2021.107959
dx.doi.org,html_landing_page,10.1016/j.saa.2019.117578,"Characterizing structures, energetics, and spectra of species on the 1,3[H, C, As] potential energy ",http://dx.doi.org/10.1016/j.saa.2019.117578
dx.doi.org,html_landing_page,10.1016/j.susc.2015.06.018,CASSCF and MRMP2 investigation of the interaction of arsenic adatoms with carbon dimers on the diamo,http://dx.doi.org/10.1016/j.susc.2015.06.018
dx.doi.org,html_landing_page,10.1039/c6cp08154a,"Mechanism of activated chemiluminescence of cyclic peroxides: 1,2-dioxetanes and 1,2-dioxetanones",http://dx.doi.org/10.1039/c6cp08154a
dx.doi.org,html_landing_page,10.1039/c7cp01642e,Photophysical properties and the NO photorelease mechanism of a ruthenium nitrosyl model complex inv,http://dx.doi.org/10.1039/c7cp01642e
dx.doi.org,html_landing_page,10.1039/d1cp01695d,Exploring the electronic states of the hydroxyl dication OH <sup>2+</sup> : thermodynamic (meta)stab,https://dx.doi.org/10.1039/d1cp01695d
dx.doi.org,html_landing_page,10.1063/1.3426315,The electronic states of SeF: A reinterpretation of the chemiluminescent emission of the reaction of,http://dx.doi.org/10.1063/1.3426315
dx.doi.org,html_landing_page,10.1063/1.4705428,Accurate <i>ab initio</i> potential energy surfaces for the 3<i>A</i>′′ and 3<i>A</i>′ electronic st,http://dx.doi.org/10.1063/1.4705428
dx.doi.org,html_landing_page,10.5194/egusphere-egu23-10653,A preliminary investigation of the spectral signatures of excited electronic states of OH in the Mar,http://dx.doi.org/10.5194/egusphere-egu23-10653
e-space.mmu.ac.uk,html_landing_page,10.1002/chem.201604835,Quenching the Quantum Tunneling of Magnetization in Heterometallic Octanuclear {TM<sup>III</sup><sub,https://e-space.mmu.ac.uk/618275/10/Co4Dy4_CEJ_Final_15-11-2016%201.pdf
e-space.mmu.ac.uk,html_landing_page,10.1021/acs.inorgchem.6b02720,Exploring the Influence of Diamagnetic Ions on the Mechanism of Magnetization Relaxation in {Co<sup>,https://e-space.mmu.ac.uk/618278/3/Manuscript_Co2Ln2_KRV%20ksm%20a_SL%20FINAL%20%281%29.pdf
e-space.mmu.ac.uk,html_landing_page,10.1021/acs.inorgchem.7b02608,Understanding the Mechanism of Magnetic Relaxation in Pentanuclear {Mn<sup>IV</sup>Mn<sup>III</sup><,https://e-space.mmu.ac.uk/619918/1/Revision_Mn3Ln2_IC_KRV%20ksm_8th%20dec.pdf
edoc.unibas.ch,html_landing_page,10.5451/unibas-ep78541,Assessment of Quantum and Machine Learning Methods for Molecular Property Predictions,https://edoc.unibas.ch/78541/1/Diana_Tahchieva_PhD_Thesis.pdf
elib.bsu.by,html_landing_page,10.1016/j.comptc.2020.112972,Multi-reference perturbation theory study on the RaCl molecule promising for the laser cooling,https://elib.bsu.by/handle/123456789/272827
escholarship.org,403_forbidden,10.1063/5.0085855,State-averaged CASSCF with polarizable continuum model for studying photoreactions in solvents: Ener,https://escholarship.org/uc/item/6ts400vj
escholarship.org,403_forbidden,10.48550/arxiv.2105.01754,"The Effect of Geometry, Spin and Orbital Optimization in Achieving Accurate, Fully-Correlated Result",https://escholarship.org/uc/item/32n8m5tq
figshare.com,html_landing_page,10.1016/j.ica.2021.120524,"Synthesis of heptanuclear Ni4Dy3 coordination aggregate using tridentate ligand: X-ray structure, ma",https://figshare.com/articles/journal_contribution/Synthesis_of_heptanuclear_Ni4Dy3_coordination_aggregate_using_tridentate_ligand_X-ray_structure_magnetism_and_theoretical_studies/16615987
figshare.com,html_landing_page,10.1021/acs.cgd.5c00037.s001,Enhanced Easy AxisMagnetic Anisotropy in a Siloxane-BridgedLinear Co<sup>II</sup><sub>3</sub> Single,https://figshare.com/articles/journal_contribution/Enhanced_Easy_Axis_Magnetic_Anisotropy_in_a_Siloxane-Bridged_Linear_Co_sup_II_sup_sub_3_sub_Single-Molecule_Magnet/29106853
figshare.com,html_landing_page,10.1021/acs.cgd.5c00236.s001,Structural and MagneticStudies of a Discrete TetranuclearComplex Featuring an Oxalato-Bridged Ni<sub,https://figshare.com/articles/journal_contribution/Structural_and_Magnetic_Studies_of_a_Discrete_Tetranuclear_Complex_Featuring_an_Oxalato-Bridged_Ni_sub_3_sub_sup_II_sup_Cr_sup_III_sup_Cluster/29603857
figshare.com,html_landing_page,10.1021/acs.cgd.5c00337.s001,"Tuning Self-Aggregationand Nuclearity in MultinuclearCo<sup>II</sup> Complexes: Synthesis, Structura",https://figshare.com/articles/journal_contribution/Tuning_Self-Aggregation_and_Nuclearity_in_Multinuclear_Co_sup_II_sup_Complexes_Synthesis_Structural_Diversity_and_Changes_in_Magnetic_Anisotropy_and_Relaxation_Behavior/29126067
figshare.com,html_landing_page,10.1021/acs.cgd.5c01058.s001,Regulation of LigandSubstitution in Mononuclear Dy/GdComplexes: Slow Magnetic Relaxation and Magneto,https://figshare.com/articles/journal_contribution/Regulation_of_Ligand_Substitution_in_Mononuclear_Dy_Gd_Complexes_Slow_Magnetic_Relaxation_and_Magnetocaloric_Effects/30464147
figshare.com,html_landing_page,10.1021/acs.inorgchem.1c01519.s001,Low-Spin Cyanide Complexes of 3‑Mercaptopropionic\nAcid Dioxygenase (MDO) Reveal the Impact of Outer,https://figshare.com/articles/journal_contribution/Low-Spin_Cyanide_Complexes_of_3_Mercaptopropionic_Acid_Dioxygenase_MDO_Reveal_the_Impact_of_Outer-Sphere_SHY-Motif_Residues/17156057
figshare.com,html_landing_page,10.1021/acs.inorgchem.1c03011.s001,The Ruthenium Nitrosyl Moiety in Clusters: Trinuclear\nLinear μ‑Hydroxido Magnesium(II)-Diruthenium(,https://figshare.com/articles/journal_contribution/The_Ruthenium_Nitrosyl_Moiety_in_Clusters_Trinuclear_Linear_Hydroxido_Magnesium_II_-Diruthenium_II_sub_3_sub_Oxido_Trinuclear_Diiron_III_Ruthenium_II_and_Tetranuclear_sub_4_sub_Oxido_Trigallium_III_-Ruthenium_II_Complexes/17698345
