doi,doi_link,title,year,host,oa_pdf_url,block_reason,openalex_key,detail
10.26434/chemrxiv-2023-jt226,https://doi.org/10.26434/chemrxiv-2023-jt226,Chiral Carbene Zinc(II) Dithiolates: Efficient TADF Emitters Showing Circularly Polarized Luminescence,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/653ad506a8b423585a4d9baf/original/chiral-carbene-zinc-ii-dithiolates-efficient-tadf-emitters-showing-circularly-polarized-luminescence.pdf,HTTP 403 (publisher blocks scripted clients),W4387972681,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/653ad506a8b423585a4d9baf/original/chiral-carbene-zinc-ii-dithiolates-efficient-tadf-emitters-showing-circularly-polarized-luminescence.pdf
10.26434/chemrxiv-2023-m5s0w,https://doi.org/10.26434/chemrxiv-2023-m5s0w,Characterising conical intersections in DNA/RNA nucleobases with multiconfigurational wave functions of varying active space size,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6474b14ae64f843f41f7aebd/original/characterising-conical-intersections-in-dna-rna-nucleobases-with-multiconfigurational-wave-functions-of-varying-active-space-size.pdf,no fetchable PDF and no Europe PMC full text,W4381279933,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.26434/chemrxiv-2023-nq0w0,https://doi.org/10.26434/chemrxiv-2023-nq0w0,Triplet-Sensitized Bidirectional Isomerization of Bridged Azobenzene,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64485926e4bbbe4bbf3fd9b2/original/triplet-sensitized-bidirectional-isomerization-of-bridged-azobenzene.pdf,HTTP 403 (publisher blocks scripted clients),W4367050393,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64485926e4bbbe4bbf3fd9b2/original/triplet-sensitized-bidirectional-isomerization-of-bridged-azobenzene.pdf
10.26434/chemrxiv-2023-rn9bj,https://doi.org/10.26434/chemrxiv-2023-rn9bj,Electron transfer in TEMPO-based organic radical batteries governed by electronic coupling,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6498b3a22e632767b0c5bc6a/original/electron-transfer-in-tempo-based-organic-radical-batteries-governed-by-electronic-coupling.pdf,HTTP 403 (publisher blocks scripted clients),W4382022244,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6498b3a22e632767b0c5bc6a/original/electron-transfer-in-tempo-based-organic-radical-batteries-governed-by-electronic-coupling.pdf | no Europe
10.26434/chemrxiv-2023-rs2xc,https://doi.org/10.26434/chemrxiv-2023-rs2xc,Zero-field splitting tensor of the triplet excited states of aromatic molecules: A valence full-π complete active space self-consistent field study,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65603b945bc9fcb5c94146cb/original/zero-field-splitting-tensor-of-the-triplet-excited-states-of-aromatic-molecules-a-valence-full-complete-active-space-self-consistent-field-study.pdf,no fetchable PDF and no Europe PMC full text,W4388971902,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.26434/chemrxiv-2023-snc7m,https://doi.org/10.26434/chemrxiv-2023-snc7m,Thermally stable Terbium(II) and Dysprosium(II) Bis-Amidinate Single-Molecule Magnets,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64b69dffb605c6803bee5c3e/original/thermally-stable-terbium-ii-and-dysprosium-ii-bis-amidinate-single-molecule-magnets.pdf,HTTP 403 (publisher blocks scripted clients),W4384932239,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64b69dffb605c6803bee5c3e/original/thermally-stable-terbium-ii-and-dysprosium-ii-bis-amidinate-single-molecule-magnets.pdf | no Europe PMC OA
10.26434/chemrxiv-2023-wpc4r,https://doi.org/10.26434/chemrxiv-2023-wpc4r,Pushing Boundaries in Single Molecule Magnets: An Ab Initio Perspective on Harnessing Unusual Oxidation States for Unprecedented Lanthanide SMM Performance,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/651bb371006594091255f0fc/original/pushing-boundaries-in-single-molecule-magnets-an-ab-initio-perspective-on-harnessing-unusual-oxidation-states-for-unprecedented-lanthanide-smm-performance.pdf,HTTP 403 (publisher blocks scripted clients),W4387334180,1 PDF location(s) + Europe PMC tried; HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/651bb371006594091255f0fc/original/pushing-boundaries-in-single-molecule-magnets-an-ab-initio-perspective-on-harnessing-unusual-oxidation-sta
10.26434/chemrxiv-2023-z0vxs,https://doi.org/10.26434/chemrxiv-2023-z0vxs,Optical Properties of Neutral F Centers in Bulk MgO with Density Matrix Embedding,2023,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64a609c76e1c4c986be342f8/original/optical-properties-of-neutral-f-centers-in-bulk-mg-o-with-density-matrix-embedding.pdf,HTTP 403 (publisher blocks scripted clients),W4383535098,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/64a609c76e1c4c986be342f8/original/optical-properties-of-neutral-f-centers-in-bulk-mg-o-with-density-matrix-embedding.pdf
10.26434/chemrxiv-2024-05mq8,https://doi.org/10.26434/chemrxiv-2024-05mq8,Analytic First-Order Derivatives of CASPT2 Combined with the Polarizable Continuum Model,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/671722f1d433919392cd6b24/original/analytic-first-order-derivatives-of-caspt2-combined-with-the-polarizable-continuum-model.pdf,HTTP 403 (publisher blocks scripted clients),W4403688228,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/671722f1d433919392cd6b24/original/analytic-first-order-derivatives-of-caspt2-combined-with-the-polarizable-continuum-model.pdf
10.26434/chemrxiv-2024-05mq8-v2,https://doi.org/10.26434/chemrxiv-2024-05mq8-v2,Analytic First-Order Derivatives of CASPT2 Combined with the Polarizable Continuum Model,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6770e03cfa469535b921f8f1/original/analytic-first-order-derivatives-of-caspt2-combined-with-the-polarizable-continuum-model.pdf,HTTP 403 (publisher blocks scripted clients),W4405914598,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6770e03cfa469535b921f8f1/original/analytic-first-order-derivatives-of-caspt2-combined-with-the-polarizable-continuum-model.pdf
10.26434/chemrxiv-2024-2tvmv,https://doi.org/10.26434/chemrxiv-2024-2tvmv,Computational Investigations of the Detailed Mechanism of Reverse Intersystem Crossing in Inverted Singlet-Triplet Gap Molecules,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65f29f789138d231616dede2/original/computational-investigations-of-the-detailed-mechanism-of-reverse-intersystem-crossing-in-inverted-singlet-triplet-gap-molecules.pdf,HTTP 403 (publisher blocks scripted clients),W4392863027,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65f29f789138d231616dede2/original/computational-investigations-of-the-detailed-mechanism-of-reverse-intersystem-crossing-in-inverted-singlet-triplet-gap-molecules.pdf
10.26434/chemrxiv-2024-36b1n,https://doi.org/10.26434/chemrxiv-2024-36b1n,Approaching the Complete Basis Set Limit for Transition Metal Spin–State Energetics,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65a9329866c1381729be2f66/original/approaching-the-complete-basis-set-limit-for-transition-metal-spin-state-energetics.pdf,HTTP 403 (publisher blocks scripted clients),W4391169489,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65a9329866c1381729be2f66/original/approaching-the-complete-basis-set-limit-for-transition-metal-spin-state-energetics.pdf
10.26434/chemrxiv-2024-3h77f,https://doi.org/10.26434/chemrxiv-2024-3h77f,Excited State Structure and Minimum Energy Conical Intersection Optimization Using DFT/MRCI,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66fee5fb51558a15effa0d4d/original/excited-state-structure-and-minimum-energy-conical-intersection-optimization-using-dft-mrci.pdf,HTTP 403 (publisher blocks scripted clients),W4403171056,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66fee5fb51558a15effa0d4d/original/excited-state-structure-and-minimum-energy-conical-intersection-optimization-using-dft-mrci.pdf
10.26434/chemrxiv-2024-4wfr8-v2,https://doi.org/10.26434/chemrxiv-2024-4wfr8-v2,Can SCF and ROKS DFT-based methods predict the inversion of the singlet-triplet gap in organic molecules?,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/674420ec5a82cea2fab8e2f9/original/can-scf-and-roks-dft-based-methods-predict-the-inversion-of-the-singlet-triplet-gap-in-organic-molecules.pdf,HTTP 403 (publisher blocks scripted clients),W4404698790,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/674420ec5a82cea2fab8e2f9/original/can-scf-and-roks-dft-based-methods-predict-the-inversion-of-the-singlet-triplet-gap-in-organic-molecules.pdf
10.26434/chemrxiv-2024-5hc8g-v2,https://doi.org/10.26434/chemrxiv-2024-5hc8g-v2,A Hybrid Meta On-Top Functional for Multiconfiguration Pair-Density Functional Theory,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6707f8b2cec5d6c142ca5846/original/a-hybrid-meta-on-top-functional-for-multiconfiguration-pair-density-functional-theory.pdf,no fetchable PDF and no Europe PMC full text,W4403292465,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
10.26434/chemrxiv-2024-5q627,https://doi.org/10.26434/chemrxiv-2024-5q627,Enhancing Reverse Intersystem Crossing with Extended Inverted Singlet-Triplet (X−INVEST) systems,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6704d4dacec5d6c1428f2e99/original/enhancing-reverse-intersystem-crossing-with-extended-inverted-singlet-triplet-x-invest-systems.pdf,HTTP 403 (publisher blocks scripted clients),W4403312464,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6704d4dacec5d6c1428f2e99/original/enhancing-reverse-intersystem-crossing-with-extended-inverted-singlet-triplet-x-invest-systems.pdf
10.26434/chemrxiv-2024-5q956-v2,https://doi.org/10.26434/chemrxiv-2024-5q956-v2,Exploring the Influence of Approximations for Simulating Valence Excited X-ray Spectra,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/672354eaf9980725cfac4b78/original/exploring-the-influence-of-approximations-for-simulating-valence-excited-x-ray-spectra.pdf,HTTP 403 (publisher blocks scripted clients),W4403964916,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/672354eaf9980725cfac4b78/original/exploring-the-influence-of-approximations-for-simulating-valence-excited-x-ray-spectra.pdf
10.26434/chemrxiv-2024-7zqx1,https://doi.org/10.26434/chemrxiv-2024-7zqx1,Quasi-degenerate extension of local N-electron valence state perturbation theory with pair-natural orbital method based on localized virtual molecular orbitals,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65d592f566c138172923eb4f/original/quasi-degenerate-extension-of-local-n-electron-valence-state-perturbation-theory-with-pair-natural-orbital-method-based-on-localized-virtual-molecular-orbitals.pdf,HTTP 403 (publisher blocks scripted clients),W4392051448,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/65d592f566c138172923eb4f/original/quasi-degenerate-extension-of-local-n-electron-valence-state-perturbation-theory-with-pair-natural-orbital-method-based-on-localized-virtual-mol
10.26434/chemrxiv-2024-clzns,https://doi.org/10.26434/chemrxiv-2024-clzns,A DFT/MRCI Hamiltonian Parameterized Using Only Ab Initio Data: I. Valence Excited States,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6604723d9138d23161785f22/original/a-dft-mrci-hamiltonian-parameterized-using-only-ab-initio-data-i-valence-excited-states.pdf,HTTP 403 (publisher blocks scripted clients),W4393316188,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6604723d9138d23161785f22/original/a-dft-mrci-hamiltonian-parameterized-using-only-ab-initio-data-i-valence-excited-states.pdf
10.26434/chemrxiv-2024-htvk4,https://doi.org/10.26434/chemrxiv-2024-htvk4,Spin–State Energetics for Hydride and Helium Models of Transition Metal Complexes: A Benchmark Study of Wave Function Quantum Chemistry Methods,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66bd1a97f3f4b05290e355c6/original/spin-state-energetics-for-hydride-and-helium-models-of-transition-metal-complexes-a-benchmark-study-of-wave-function-quantum-chemistry-methods.pdf,HTTP 403 (publisher blocks scripted clients),W4401649530,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66bd1a97f3f4b05290e355c6/original/spin-state-energetics-for-hydride-and-helium-models-of-transition-metal-complexes-a-benchmark-study-of-wave-function-quantum-chemistry-methods.p
10.26434/chemrxiv-2024-j79q7,https://doi.org/10.26434/chemrxiv-2024-j79q7,Unveiling the redox non-innocence of metallocorroles: Exploring K-edge X-ray absorption near-edge spectroscopy with a multiconfigurational wave function approach,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66a3dd8601103d79c5c6a112/original/unveiling-the-redox-non-innocence-of-metallocorroles-exploring-k-edge-x-ray-absorption-near-edge-spectroscopy-with-a-multiconfigurational-wave-function-approach.pdf,HTTP 403 (publisher blocks scripted clients),W4401153544,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66a3dd8601103d79c5c6a112/original/unveiling-the-redox-non-innocence-of-metallocorroles-exploring-k-edge-x-ray-absorption-near-edge-spectroscopy-with-a-multiconfigurational-wave-f
10.26434/chemrxiv-2024-kj11f,https://doi.org/10.26434/chemrxiv-2024-kj11f,FCIQMC–CASPT2 with Imaginary–Time–Averaged Wave Functions,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6721f611f9980725cf5fb826/original/fciqmc-caspt2-with-imaginary-time-averaged-wave-functions.pdf,HTTP 403 (publisher blocks scripted clients),W4403986331,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/6721f611f9980725cf5fb826/original/fciqmc-caspt2-with-imaginary-time-averaged-wave-functions.pdf
10.26434/chemrxiv-2024-nqqbn,https://doi.org/10.26434/chemrxiv-2024-nqqbn,Indications for a Direct Singlet Fission Mechanism in TIPS-Pentacene Crystals from Hybrid DFT/MRCI and Molecular Mechanics Studies,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/675ac5157be152b1d0bb7fae/original/indications-for-a-direct-singlet-fission-mechanism-in-tips-pentacene-crystals-from-hybrid-dft-mrci-and-molecular-mechanics-studies.pdf,HTTP 403 (publisher blocks scripted clients),W4405416390,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/675ac5157be152b1d0bb7fae/original/indications-for-a-direct-singlet-fission-mechanism-in-tips-pentacene-crystals-from-hybrid-dft-mrci-and-molecular-mechanics-studies.pdf
10.26434/chemrxiv-2024-nsj0f,https://doi.org/10.26434/chemrxiv-2024-nsj0f,Automated Multireference Vertical Excitations for Transition Metal Compounds,2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/67671fd86dde43c908ec6761/original/automated-multireference-vertical-excitations-for-transition-metal-compounds.pdf,HTTP 403 (publisher blocks scripted clients),W4405822336,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/67671fd86dde43c908ec6761/original/automated-multireference-vertical-excitations-for-transition-metal-compounds.pdf
10.26434/chemrxiv-2024-nwbqd,https://doi.org/10.26434/chemrxiv-2024-nwbqd,Performance of Quantum Chemistry Methods for Benchmark Set of Spin–State Energetics Derived from Experimental Data of 17 Transition Metal Complexes (SSE17),2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66a8b15cc9c6a5c07a792487/original/performance-of-quantum-chemistry-methods-for-benchmark-set-of-spin-state-energetics-derived-from-experimental-data-of-17-transition-metal-complexes-sse17.pdf,HTTP 403 (publisher blocks scripted clients),W4401217787,HTTPError: 403 Client Error: Forbidden for url: https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/66a8b15cc9c6a5c07a792487/original/performance-of-quantum-chemistry-methods-for-benchmark-set-of-spin-state-energetics-derived-from-experimental-data-of-17-transition-metal-comple
10.26434/chemrxiv-2024-t5m4d,https://doi.org/10.26434/chemrxiv-2024-t5m4d,"Investigating the non-radiative photo-processes of unnatural DNA base: 7-(2-thienyl)-imidazo[4,5-b]pyridine (Ds) - A computational study",2024,chemrxiv.org,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/666e45e75101a2ffa8aff17c/original/investigating-the-non-radiative-photo-processes-of-unnatural-dna-base-7-2-thienyl-imidazo-4-5-b-pyridine-ds-a-computational-study.pdf,no fetchable PDF and no Europe PMC full text,W4399739288,0 PDF location(s) + Europe PMC tried; no Europe PMC OA full text
